"","Observation_number","Age","Emp_length","Rate","Class","Default","Cred_length","Scaled_Amount","Scaled_Income"
"28680",17691,32,3,14.65,0,0,9,0.136231884057971,0.0173115410273516
"28682",17692,28,9,7.49,0,0,6,0.144927536231884,0.0143562374916611
"28683",17693,32,16,10.75,0,0,8,0.147826086956522,0.019346230820547
"28684",17694,27,4,16.07,0,1,10,0.710144927536232,0.019346230820547
"28686",17695,28,1,13.16,0,1,7,0.420289855072464,0.0106744496330887
"28687",17696,34,16,8.9,0,0,5,0.130434782608696,0.00867244829886591
"28688",17697,32,11,13.61,0,0,6,0.101449275362319,0.00517011340893929
"28691",17698,31,2,13.72,0,1,10,0.0579710144927536,0.0151767845230153
"28692",17699,30,0,8.88,0,0,7,0.0507246376811594,0.00633755837224817
"28693",17700,27,4,14.84,1,0,5,0.217391304347826,0.00350233488992662
"28696",17701,28,4,11.99,0,0,9,0.0985507246376812,0.00433622414943296
"28697",17702,35,6,12.36,1,0,5,0.194202898550725,0.00221480987324883
"28701",17703,27,4,11.48,0,0,8,0.565217391304348,0.0110073382254837
"28702",17704,27,1,12.53,0,0,8,0.342028985507246,0.00453635757171448
"28703",17705,28,2,7.14,0,0,6,0.0289855072463768,0.00333555703802535
"28705",17706,27,1,14.74,1,0,5,0.0608695652173913,0.00450233488992662
"28707",17707,35,9,13.16,0,1,9,0.420289855072464,0.00450300200133422
"28708",17708,27,5,9.91,0,0,5,0.507246376811594,0.0176784523015344
"28709",17709,28,13,11.14,1,0,7,0.414492753623188,0.00433622414943296
"28710",17710,27,11,6.91,0,0,8,0.246376811594203,0.0140093395597065
"28714",17711,31,4,6.76,0,0,5,0.0144927536231884,0.00275183455637091
"28716",17712,28,1,9.83,1,0,6,0.333333333333333,0.00350233488992662
"28719",17713,27,4,7.49,0,0,6,0.27536231884058,0.00653769179452969
"28721",17714,30,3,12.61,1,0,9,0.130434782608696,0.00833889259506338
"28722",17715,35,0,10.65,0,0,8,0.072463768115942,0.00433622414943296
"28723",17716,28,7,18.25,1,1,10,0.565217391304348,0.00867244829886591
"28724",17717,28,6,16.29,1,0,8,0.0898550724637681,0.00583722481654436
"28726",17718,27,3,13.85,0,0,10,0.171014492753623,0.0066711140760507
"28727",17719,33,1,10.38,0,0,5,0.072463768115942,0.00924783188792528
"28729",17720,33,17,14.96,0,1,5,0.309420289855072,0.00600400266844563
"28731",17721,29,11,14.09,0,1,5,0.130434782608696,0.019346230820547
"28734",17722,33,0,6.91,0,0,7,0.167391304347826,0.021847898599066
"28735",17723,30,4,15.21,0,0,9,0.710144927536232,0.021847898599066
"28736",17724,33,9,6.03,0,0,6,0.420289855072464,0.0660440293529019
"28737",17725,34,0,16.77,1,1,7,0.542028985507246,0.0119246164109406
"28741",17726,29,8,5.42,0,0,7,0.115942028985507,0.00733822548365577
"28743",17727,33,15,5.42,0,0,8,0.0782608695652174,0.0100060040026684
"28746",17728,33,15,14.26,0,0,9,0.594202898550725,0.0276851234156104
"28747",17729,28,5,14.91,1,1,5,0.565217391304348,0.0108405603735824
"28749",17730,31,1,7.51,1,0,7,0.521739130434783,0.0135090060040027
"28750",17731,33,5,11.83,0,0,10,0.333333333333333,0.0198465643762508
"28751",17732,28,8,10.65,1,0,7,0.242753623188406,0.00333555703802535
"28752",17733,27,3,16.77,1,1,6,0.0260869565217391,0.00253502334889927
"28753",17734,28,10,7.88,0,0,5,0.379710144927536,0.00800533689126084
"28754",17735,27,11,10.59,0,0,5,0.101449275362319,0.00750500333555704
"28755",17736,29,2,10.28,0,1,6,0.188405797101449,0.00857238158772515
"28756",17737,35,0,6.92,0,0,7,0.130434782608696,0.00600400266844563
"28759",17738,29,1,18.09,1,0,9,0.27536231884058,0.00958222148098732
"28762",17739,30,2,15.13,1,0,7,0.130434782608696,0.00833889259506338
"28763",17740,29,13,7.51,0,0,10,0.27536231884058,0.00733822548365577
"28764",17741,35,3,11.99,0,0,10,0.304347826086957,0.014342895263509
"28765",17742,28,12,9.63,0,0,9,0.0782608695652174,0.0056704469646431
"28767",17743,27,8,6.54,0,0,7,0.27536231884058,0.0156777851901268
"28770",17744,30,2,14.79,0,1,6,0.0434782608695652,0.00767178118745831
"28771",17745,28,12,9.01,1,0,9,0.710144927536232,0.100066711140761
"28772",17746,29,13,13.04,0,0,10,0.446376811594203,0.0113408939292862
"28773",17747,27,11,11.46,0,0,8,0.0376811594202899,0.00933955970647098
"28774",17748,30,15,6.03,0,0,9,0.304347826086957,0.019346230820547
"28775",17749,29,12,9.63,0,0,9,0.27536231884058,0.0146771180787191
"28776",17750,31,3,8.49,0,0,5,0.159420289855072,0.00333555703802535
"28777",17751,31,1,9.63,0,0,5,0.391304347826087,0.0123415610406938
"28778",17752,33,1,7.51,0,0,9,0.246376811594203,0.00767178118745831
"28780",17753,31,9,6.03,0,0,6,0.333333333333333,0.00767178118745831
"28781",17754,28,13,7.9,0,0,10,0.507246376811594,0.00850567044696464
"28782",17755,29,8,11.26,0,0,8,0.27536231884058,0.0146764509673115
"28785",17756,29,13,13.98,0,1,10,0.159420289855072,0.0143177118078719
"28786",17757,30,14,10.59,0,0,5,1,0.0493662441627752
"28787",17758,31,4,8.59,0,0,6,0.217391304347826,0.00867244829886591
"28792",17759,27,4,11.99,0,0,10,0.420289855072464,0.00887925283522348
"28793",17760,28,6,11.99,0,0,5,0.420289855072464,0.00933955970647098
"28794",17761,35,6,8.49,0,0,7,0.0260869565217391,0.00349566377585057
"28796",17762,33,17,7.37,0,0,9,0.072463768115942,0.0059212808539026
"28802",17763,29,3,13.11,1,1,6,0.449275362318841,0.0116744496330887
"28803",17764,29,13,13.23,0,1,5,0.217391304347826,0.0142628418945964
"28805",17765,32,2,15.65,0,1,10,0.0434782608695652,0.01184122748499
"28808",17766,29,13,5.42,0,0,6,0.305797101449275,0.00745697131420947
"28809",17767,31,15,8.49,0,0,7,0.681159420289855,0.0201787858572382
"28811",17768,27,5,10.65,1,0,7,0.381159420289855,0.0066711140760507
"28815",17769,33,6,8.9,1,0,10,0.27536231884058,0.00333555703802535
"28817",17770,33,7,13.61,0,1,7,0.426086956521739,0.0195128418945964
"28819",17771,28,12,7.51,1,0,10,0.228985507246377,0.00868912608405604
"28821",17772,27,7,13.16,0,0,5,0.333333333333333,0.0133422281521014
"28822",17773,31,12,5.99,0,0,9,0.449275362318841,0.0108405603735824
"28824",17774,31,7,6.03,0,0,7,0.12463768115942,0.00767178118745831
"28826",17775,27,2,12.99,0,0,8,0.130434782608696,0.0100066711140761
"28827",17776,30,8,10.62,0,0,10,0.478260869565217,0.0153435623749166
"28829",17777,29,13,13.49,0,0,5,0.0869565217391304,0.0190750500333556
"28832",17778,30,2,15.31,1,0,7,0.130434782608696,0.00750500333555704
"28836",17779,29,3,11.83,0,0,7,0.333333333333333,0.0155103402268179
"28837",17780,27,3,11.49,1,0,8,0.101449275362319,0.0108405603735824
"28840",17781,28,6,7.9,0,0,8,0.166666666666667,0.00283522348232155
"28841",17782,29,11,11.12,0,0,8,0.159420289855072,0.0108405603735824
"28843",17783,30,11,6.17,0,0,9,0.565217391304348,0.00933955970647098
"28844",17784,27,11,11.86,1,0,5,0.130434782608696,0.0095396931287525
"28845",17785,33,2,10.08,0,0,9,0.202898550724638,0.0128418945963976
"28847",17786,30,3,5.99,0,0,10,0.130434782608696,0.00767178118745831
"28848",17787,33,15,10.99,0,0,6,0.27536231884058,0.00833889259506338
"28850",17788,27,3,8.94,0,0,7,0.307246376811594,0.0130920613742495
"28851",17789,28,0,13.06,0,1,6,0.373913043478261,0.00967978652434957
"28852",17790,33,3,12.18,1,0,6,0.0644927536231884,0.0066711140760507
"28853",17791,35,3,13.57,1,0,6,0.263768115942029,0.00401601067378252
"28854",17792,27,0,8.59,0,0,9,0.27536231884058,0.0243495663775851
"28856",17793,31,0,9.99,0,0,8,0.194202898550725,0.00633755837224817
"28859",17794,34,2,12.53,0,0,5,0.130434782608696,0.00600400266844563
"28860",17795,28,3,6.62,0,0,6,0.0956521739130435,0.00973182121414276
"28862",17796,32,4,10,1,0,7,0.188405797101449,0.00425283522348232
"28863",17797,31,0,16.49,1,1,6,0.176811594202899,0.00433622414943296
"28864",17798,31,4,14.65,0,0,6,0.27536231884058,0.0121747831887925
"28865",17799,28,2,12.87,0,1,5,0.333333333333333,0.00745747164776518
"28866",17800,28,12,7.9,0,0,10,0.461594202898551,0.0125977318212141
"28870",17801,35,3,9.91,0,0,9,0.27536231884058,0.00825550366911274
"28872",17802,28,4,14.96,0,0,5,0.0434782608695652,0.00733822548365577
"28875",17803,35,4,13.23,1,1,8,0.12463768115942,0.00481987991994663
"28876",17804,34,6,17.74,0,1,5,0.565217391304348,0.021847898599066
"28878",17805,29,3,10,0,0,10,0.507246376811594,0.0106744496330887
"28879",17806,27,3,9.99,0,0,7,0.115942028985507,0.0056704469646431
"28880",17807,28,4,16.35,0,0,8,0.304347826086957,0.0130920613742495
"28881",17808,29,4,10.62,0,0,10,0.27536231884058,0.00733822548365577
"28882",17809,31,2,7.49,0,0,8,0.072463768115942,0.00333555703802535
"28886",17810,29,8,6.62,0,0,8,0.333333333333333,0.0146764509673115
"28888",17811,35,2,17.19,1,0,6,0.710144927536232,0.0198465643762508
"28890",17812,35,4,6.03,0,0,10,0.072463768115942,0.0103402268178786
"28891",17813,28,1,11.66,0,0,5,0.27536231884058,0.0100066711140761
"28893",17814,33,14,6.91,0,0,5,0.263768115942029,0.0226817878585724
"28895",17815,34,16,13.47,0,0,8,0.246376811594203,0.00518679119412942
"28897",17816,34,5,11.49,0,0,7,0.0869565217391304,0.00794212808539026
"28899",17817,32,3,13.49,0,0,10,0.0579710144927536,0.00767178118745831
"28900",17818,28,8,14.09,1,1,5,0.420289855072464,0.00750433622414943
"28901",17819,34,4,13.35,0,1,7,0.072463768115942,0.0368579052701801
"28902",17820,34,3,7.9,0,0,8,0.072463768115942,0.01184122748499
"28903",17821,31,6,14.83,1,0,10,0.536231884057971,0.00792194796531021
"28906",17822,31,3,6.62,0,0,7,0.134782608695652,0.0178452301534356
"28907",17823,29,13,8.9,0,0,6,0.202898550724638,0.0131754503002001
"28908",17824,27,3,14.91,0,0,6,0.298550724637681,0.0110066711140761
"28909",17825,34,1,11.86,0,0,5,0.333333333333333,0.00683789192795197
"28911",17826,34,2,8.9,1,0,7,0.333333333333333,0.00433622414943296
"28912",17827,34,18,12.23,0,1,5,0.159420289855072,0.0175450300200133
"28913",17828,27,12,10,0,0,7,0.508695652173913,0.0118892595063376
"28916",17829,32,4,10.36,0,0,8,0.159420289855072,0.00550366911274183
"28918",17830,34,18,10.62,0,0,8,0.36231884057971,0.00814026017344897
"28919",17831,32,16,5.99,0,0,9,0.449275362318841,0.00600400266844563
"28921",17832,32,16,7.14,0,0,10,0.188405797101449,0.0160100066711141
"28923",17833,31,15,14.26,0,0,10,0.333333333333333,0.0158438959306204
"28924",17834,29,1,7.9,0,0,8,0.0260869565217391,0.00413609072715143
"28926",17835,32,2,9.99,1,0,6,0.192028985507246,0.00833889259506338
"28927",17836,33,4,12.98,0,0,5,0.333333333333333,0.014342895263509
"28929",17837,29,2,16.07,1,0,8,0.130434782608696,0.00400266844563042
"28931",17838,30,1,11.71,0,0,5,0.0811594202898551,0.00679786524349566
"28933",17839,28,2,13.98,0,1,5,0.194202898550725,0.0101734489659773
"28934",17840,28,2,13.11,1,0,5,0.101449275362319,0.00266844563042028
"28935",17841,29,1,5.99,1,0,6,0.0434782608695652,0.00253502334889927
"28940",17842,28,2,6.99,0,0,10,0.0898550724637681,0.00600400266844563
"28941",17843,34,12,11.89,0,0,9,0.188405797101449,0.00835090060040027
"28942",17844,30,2,7.9,0,0,9,0.369565217391304,0.00683789192795197
"28944",17845,28,4,12.87,0,0,8,0.130434782608696,0.0173448965977318
"28945",17846,28,8,7.29,0,0,7,0.072463768115942,0.00433622414943296
"28947",17847,30,1,15.45,1,0,8,0.27536231884058,0.00750433622414943
"28948",17848,28,2,11.12,0,0,5,0.072463768115942,0.00551867911941294
"28949",17849,32,2,12.69,0,0,8,0.101449275362319,0.0185123415610407
"28951",17850,29,8,6.91,0,0,5,0.623188405797101,0.014603068712475
"28953",17851,30,3,17.04,0,0,10,0.27536231884058,0.019346230820547
"28955",17852,27,0,11.83,0,0,8,0.356521739130435,0.00677785190126751
"28959",17853,29,8,12.21,0,0,5,0.217391304347826,0.00683789192795197
"28961",17854,34,3,12.21,0,0,10,0.058695652173913,0.00383589059372915
"28962",17855,27,2,10.59,1,1,5,0.710144927536232,0.00733822548365577
"28963",17856,27,5,9.32,0,0,6,0.156521739130435,0.00900600400266845
"28965",17857,28,12,7.51,0,0,6,0.228985507246377,0.00862308205470314
"28966",17858,32,5,6.03,0,0,6,0.161594202898551,0.010390260173449
"28967",17859,32,1,12.69,0,0,8,0.27536231884058,0.0100066711140761
"28968",17860,33,4,7.88,0,0,5,0.333333333333333,0.00683789192795197
"28973",17861,32,3,12.61,0,1,8,0.072463768115942,0.00683789192795197
"28974",17862,27,1,9.33,0,0,8,0.0804347826086956,0.00967311541027352
"28976",17863,29,2,10.62,0,0,9,0.130434782608696,0.0071714476317545
"28977",17864,29,2,13.48,1,0,8,0.333333333333333,0.00565710473649099
"28978",17865,28,1,14.54,0,0,7,0.333333333333333,0.00733822548365577
"28981",17866,29,0,11.11,0,0,6,0.0550724637681159,0.0110066711140761
"28985",17867,32,3,6.03,0,0,8,0.0905797101449275,0.0101734489659773
"28987",17868,33,2,14.96,1,0,6,0.171014492753623,0.0103402268178786
"28988",17869,28,6,11.83,0,0,7,0.420289855072464,0.0115076717811875
"28991",17870,31,8,15.23,0,1,9,0.0898550724637681,0.0260173448965977
"28994",17871,33,1,11.83,0,0,7,0.210144927536232,0.00283522348232155
"28995",17872,32,4,5.99,0,0,8,0.202898550724638,0.00600400266844563
"28997",17873,30,2,16.35,0,0,5,0.420289855072464,0.0226817878585724
"28999",17874,33,17,8,0,0,10,0.188405797101449,0.010758505670447
"29000",17875,35,9,6.54,0,0,5,0.27536231884058,0.0123415610406938
"29002",17876,34,12,6.17,0,0,10,0.0514492753623188,0.00466977985323549
"29004",17877,28,4,11.99,0,0,6,0.072463768115942,0.00733822548365577
"29007",17878,27,3,12.53,0,0,8,0.333333333333333,0.00750433622414943
"29009",17879,29,13,12.21,0,0,7,0.27536231884058,0.014342895263509
"29010",17880,34,0,11.48,1,0,8,0.0289855072463768,0.00233488992661775
"29011",17881,29,6,10.59,0,0,8,0.101449275362319,0.00409439626417612
"29012",17882,28,4,10.75,0,0,6,0.27536231884058,0.00633755837224817
"29017",17883,33,10,11.49,0,0,5,0.072463768115942,0.00913942628418946
"29018",17884,35,4,11.49,0,0,9,0.188405797101449,0.00767178118745831
"29021",17885,29,9,14.84,1,1,6,0.0652173913043478,0.00213475650433622
"29022",17886,27,11,11.36,0,0,10,0.27536231884058,0.00871464309539693
"29023",17887,34,1,8.94,0,0,9,0.27536231884058,0.0056704469646431
"29024",17888,30,3,15.28,1,1,10,0.391304347826087,0.00817278185456971
"29026",17889,29,6,5.42,0,0,9,0.173913043478261,0.0793862575050033
"29028",17890,30,2,14.17,0,1,9,0.159420289855072,0.0126751167444963
"29029",17891,29,0,19.42,1,1,10,0.234057971014493,0.00397598398932622
"29030",17892,32,13,15.99,1,0,9,0.228985507246377,0.0146430953969313
"29032",17893,30,7,6.99,0,0,8,0.217391304347826,0.0153435623749166
"29033",17894,28,2,15.31,1,0,6,0.333333333333333,0.00833889259506338
"29037",17895,33,2,17.58,1,0,8,0.565217391304348,0.0119501334222815
"29038",17896,27,11,6.54,0,0,5,0.565217391304348,0.00998065376917945
"29041",17897,35,4,10.99,0,0,5,0.333333333333333,0.019346230820547
"29042",17898,33,0,8.49,0,0,10,0.173913043478261,0.00433622414943296
"29043",17899,28,1,13.99,1,1,6,0.455072463768116,0.00767178118745831
"29044",17900,27,3,7.29,0,0,10,0.188405797101449,0.0133422281521014
"29045",17901,28,2,10.37,0,0,9,0.072463768115942,0.00767178118745831
"29046",17902,28,5,10.62,0,0,6,0.333333333333333,0.0123415610406938
"29049",17903,35,5,15.99,0,1,5,0.420289855072464,0.0126751167444963
"29050",17904,28,12,11.99,0,0,6,0.594202898550725,0.0353005336891261
"29051",17905,27,2,12.21,0,0,5,0.449275362318841,0.019346230820547
"29053",17906,28,11,10.74,0,0,7,0.402898550724638,0.019346230820547
"29054",17907,27,6,10.99,0,0,5,0.594202898550725,0.0205136757838559
"29056",17908,31,15,15.33,1,0,6,0.246376811594203,0.00881237491661107
"29057",17909,28,12,11.99,1,0,5,0.130434782608696,0.0201611074049366
"29058",17910,29,2,14.27,0,0,10,0.391304347826087,0.00535356904603069
"29059",17911,30,14,8.49,0,0,7,0.507246376811594,0.014342895263509
"29060",17912,29,0,5.42,0,0,5,0.130434782608696,0.00600400266844563
"29061",17913,29,0,11.49,0,0,6,0.0891304347826087,0.00767178118745831
"29063",17914,33,2,6.91,0,0,7,0.565217391304348,0.0156771180787191
"29064",17915,29,9,16.82,0,0,7,0.072463768115942,0.00552034689793195
"29065",17916,28,8,11.14,0,0,6,0.217391304347826,0.0201801200800534
"29066",17917,29,14,11.48,0,0,8,0.688405797101449,0.0230153435623749
"29070",17918,34,4,13.49,0,0,7,0.188405797101449,0.00850567044696464
"29073",17919,27,5,5.99,0,0,6,0.172463768115942,0.0228463975983989
"29074",17920,28,5,7.88,0,0,8,0.342028985507246,0.00881654436290861
"29078",17921,29,1,9.91,0,0,5,0.159420289855072,0.00893929286190794
"29079",17922,28,12,15.95,0,0,5,0.449275362318841,0.0113408939292862
"29081",17923,33,0,14.35,0,1,8,0.0434782608695652,0.00333555703802535
"29083",17924,27,11,6.03,0,0,5,0.0898550724637681,0.0176784523015344
"29084",17925,30,0,6.91,0,0,7,0.130434782608696,0.00340460306871247
"29086",17926,30,5,6.99,0,0,5,0.0782608695652174,0.00800466977985323
"29087",17927,29,3,12.53,0,0,9,0.166666666666667,0.019346230820547
"29089",17928,27,1,13.47,0,0,6,0.202898550724638,0.00732154769846564
"29092",17929,31,4,16.49,0,1,7,0.27536231884058,0.0122581721147432
"29093",17930,33,4,12.98,0,1,8,0.188405797101449,0.0155103402268179
"29094",17931,27,8,16.29,0,1,5,0.217391304347826,0.00882054703135424
"29097",17932,35,2,6.99,0,0,10,0.226811594202899,0.0170728819212809
"29098",17933,27,1,13.04,0,0,7,0.0666666666666667,0.0105070046697799
"29100",17934,34,13,12.99,0,1,8,0.31231884057971,0.0360240160106738
"29102",17935,30,6,5.99,0,0,7,0.101449275362319,0.0151767845230153
"29104",17936,27,5,7.49,0,0,6,0.246376811594203,0.00540360240160107
"29105",17937,33,10,8.49,0,0,9,0.130434782608696,0.00533689126084056
"29106",17938,30,3,16.77,0,1,5,0.565217391304348,0.0101734489659773
"29109",17939,34,0,6.76,0,0,10,0.0782608695652174,0.00825550366911274
"29110",17940,27,1,8.59,0,0,8,0.134057971014493,0.0123415610406938
"29113",17941,28,7,14.11,1,1,8,0.0898550724637681,0.00450300200133422
"29114",17942,32,0,8.94,0,0,6,0.333333333333333,0.0141761174116077
"29115",17943,31,9,19.74,1,1,8,0.507246376811594,0.0131754503002001
"29116",17944,29,4,6.91,0,0,9,0.420289855072464,0.00961574382921948
"29119",17945,30,4,9.63,0,0,7,0.410869565217391,0.00800533689126084
"29120",17946,36,16,6.54,0,0,11,0.27536231884058,0.199466310873916
"29122",17947,50,11,12.69,0,0,15,0.855072463768116,0.149432955303536
"29126",17948,37,0,11.99,1,0,17,1,0.0126751167444963
"29127",17949,39,14,12.18,0,0,12,0.710144927536232,0.117411607738492
"29132",17950,43,5,12.61,0,1,14,0.710144927536232,0.0827218145430287
"29134",17951,41,3,7.9,0,0,17,0.449275362318841,0.0793862575050033
"29135",17952,40,2,14.54,1,1,17,1,0.0215143428952635
"29136",17953,36,12,7.9,0,0,13,1,0.0673782521681121
"29137",17954,37,14,12.61,0,0,13,0.159420289855072,0.0673782521681121
"29138",17955,43,5,9.91,0,0,11,0.797101449275362,0.0660440293529019
"29140",17956,46,11,11.49,0,0,13,0.246376811594203,0.0553702468312208
"29142",17957,43,2,18.79,1,0,17,0.872463768115942,0.0116744496330887
"29143",17958,38,9,10.62,0,0,17,0.420289855072464,0.0503669112741828
"29144",17959,47,6,13.43,0,1,12,0.27536231884058,0.0502001334222815
"29145",17960,46,22,17.93,0,0,13,0.565217391304348,0.0502001334222815
"29147",17961,37,19,9.91,1,0,15,0.855072463768116,0.00850567044696464
"29149",17962,37,7,11.49,0,0,14,0.710144927536232,0.0493662441627752
"29150",17963,36,7,15.99,1,1,11,0.855072463768116,0.014342895263509
"29152",17964,36,3,14.26,0,0,16,0.130434782608696,0.0460306871247498
"29153",17965,37,0,9.91,0,0,17,0.855072463768116,0.0360240160106738
"29154",17966,41,0,10.37,0,0,11,0.681159420289855,0.0440293529019346
"29155",17967,43,14,12.69,0,0,13,0.594202898550725,0.0438625750500334
"29156",17968,37,12,14.96,0,0,12,0.565217391304348,0.0426951300867245
"29157",17969,36,14,14.27,0,1,16,0.895652173913044,0.0410273515677118
"29159",17970,44,5,9.88,1,0,11,0.0434782608695652,0.00133422281521014
"29160",17971,41,18,9.99,0,0,12,0.130434782608696,0.0410273515677118
"29162",17972,41,14,13.11,0,0,14,0.107246376811594,0.0410273515677118
"29163",17973,36,2,7.14,0,0,12,0.101449275362319,0.0410273515677118
"29164",17974,48,0,15.31,1,0,13,0.710144927536232,0.0373582388258839
